Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
VPS33B	gene	VPS33B	Expert Review Green;Literature	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Arthrogryposis, renal dysfunction, and cholestasis 1, OMIM:208085	608552			8151641;16155421;16896922			3		13.1			ENSG00000184056	ENSG00000184056	HGNC:12712													
WDPCP	gene	WDPCP	Expert Review Green;Orphanet;Radboud University Medical Center, Nijmegen;UKGTN;Expert list;Emory Genetics Laboratory	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	?Bardet-Biedl syndrome 15, 615992;Meckel syndrome;?Congenital heart defects, hamartomas of tongue, and polysyndactyly, 217085	613580			20671153			3		13.1			ENSG00000143951	ENSG00000143951	HGNC:28027													
WDR19	gene	WDR19	Expert Review Green;Expert	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Ciliopathy genes associated with cystic kidney disease;Nephronophthisis 13, Senior-Loken	608151			24504730, 25726036, 23683095, 22019273			3		13.1			ENSG00000157796	ENSG00000157796	HGNC:18340													
WDR19	gene	WDR19	NHS GMS;Expert Review Green	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Nephronophthisis 13 MIM 614377;?Cranioectodermal dysplasia 4, MIM 614378;?Short-rib thoracic dysplasia 5 with or without polydactyly, MIM 614376;Senior-Loken syndrome 8, MIM 616307	608151						3		13.1			ENSG00000157796	ENSG00000157796	HGNC:18340													
WDR19	gene	WDR19	Illumina TruGenome Clinical Sequencing Services;Expert Review Green;Orphanet;Radboud University Medical Center, Nijmegen;UKGTN;Expert list;Other;Emory Genetics Laboratory	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Nephronophthisis 13, 614377;?Short-rib thoracic dysplasia 5 with or without polydactyly;Senior-Loken syndrome 8, 616307;Cranioectodermal dysplasia;?Short-rib thoracic dysplasia 5 with or without polydactyly, 614376;Jeune syndrome;Senior-Loken syndrome;?Cranioectodermal dysplasia 4, 614378;Nephronophthisis	608151						3		13.1			ENSG00000157796	ENSG00000157796	HGNC:18340													
WDR35	gene	WDR35	Illumina TruGenome Clinical Sequencing Services;Expert Review Green;Orphanet;Radboud University Medical Center, Nijmegen;UKGTN;Expert list;Other;Emory Genetics Laboratory	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Cranioectodermal dysplasia 2, 613610;Cranioectodermal dysplasia;Short-rib thoracic dysplasia 7 with or without polydactyly;Short-rib thoracic dysplasia 7 with or without polydactyly, 614091	613602						3		13.1			ENSG00000118965	ENSG00000118965	HGNC:29250													
WDR60	gene	WDR60	Expert Review Green;Orphanet;Radboud University Medical Center, Nijmegen;UKGTN;Expert list;Other;Expert Review Green	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Short-rib thoracic dysplasia 8 with or without polydactyly, 615503;Short-rib thoracic dysplasia 8 with or without polydactyly;Jeune syndrome;SHORT-RIB POLYDACTYLY	615462			25492405;23910462;29271569;26874042			3		13.1			ENSG00000126870	ENSG00000126870	HGNC:21862													
WDR72	gene	WDR72	NHS GMS;Expert Review Green;Literature	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	distal RTA;hereditary distal renal tubular acidosis;distal renal tubular acidosis, MONDO:0015827;Amelogenesis imperfecta, type IIA3, OMIM:613211;amelogenesis imperfecta hypomaturation type 2A3, MONDO:0013181	613214			30028003;30779877;31959358;33033857			3		13.1			ENSG00000166415	ENSG00000166415	HGNC:26790													
WDR72	gene	WDR72	Expert Review Green;NHS GMS;Expert list	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	distal renal tubular acidosis, MONDO:0015827;Amelogenesis imperfecta, type IIA3, OMIM:613211;amelogenesis imperfecta hypomaturation type 2A3, MONDO:0013181	613214			30028003;30779877;31959358;33033857			3		13.1			ENSG00000166415	ENSG00000166415	HGNC:26790													
WDR72	gene	WDR72	Expert Review;NHS GMS;Expert Review Green	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	distal renal tubular acidosis, MONDO:0015827;Amelogenesis imperfecta, type IIA3, OMIM:613211;amelogenesis imperfecta hypomaturation type 2A3, MONDO:0013181	613214			30028003;30779877;31959358;33033857			3		13.1			ENSG00000166415	ENSG00000166415	HGNC:26790													
WDR73	gene	WDR73	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Galloway-Mowat syndrome 1 #251300	616144			26123727;25466283			3		13.1			ENSG00000177082	ENSG00000177082	HGNC:25928													
WNK4	gene	WNK4	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Pseudohypoaldosteronism, type IIB, 614491	601844			11498583			3		13.1			ENSG00000126562	ENSG00000126562	HGNC:14544													
WT1	gene	WT1	NHS GMS;Expert Review Green;Eligibility statement prior genetic testing	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Denys-Drash syndrome #194080;Frasier syndrome #136680;Wilms tumor, type 1 #194070	607102			24402088			3		13.1			ENSG00000184937	ENSG00000184937	HGNC:12796													
XDH	gene	XDH	Expert Review Green;Expert	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Xanthinuria, type I, 278300	607633			27604308;9153281			3		13.1			ENSG00000158125	ENSG00000158125	HGNC:12805													
XPNPEP3	gene	XPNPEP3	NHS GMS;Expert Review Green;Expert	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Nephronophthisis-like nephropathy 1 OMIM:613159;nephronophthisis-like nephropathy 1 MONDO:0013163	613553			20179356;32660933			3		13.1			ENSG00000196236	ENSG00000196236	HGNC:28052													
XPNPEP3	gene	XPNPEP3	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Nephronophthisis-like nephropathy 1 OMIM:613159;nephronophthisis-like nephropathy 1 MONDO:0013163	613553			20179356;32660933			3		13.1			ENSG00000196236	ENSG00000196236	HGNC:28052													
XPNPEP3	gene	XPNPEP3	NHS GMS;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;Orphanet;Emory Genetics Laboratory;Radboud University Medical Center, Nijmegen	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Nephronophthisis-like nephropathy 1 OMIM:613159;nephronophthisis-like nephropathy 1 MONDO:0013163	613553			20179356;32660933			3		13.1			ENSG00000196236	ENSG00000196236	HGNC:28052													
YRDC	gene	YRDC	Expert Review Green;Literature	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Galloway-Mowat syndrome MONDO:0009627	612276			31481669			3		13.1			ENSG00000196449	ENSG00000196449	HGNC:28905													
ADAMTS13	gene	ADAMTS13	Expert Review Amber;Expert list	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Thrombotic thrombocytopenic purpura, hereditary, OMIM:274150	604134			9828245;12130486;12640381			2		13.1			ENSG00000160323	ENSG00000160323	HGNC:1366													
ADAMTS9	gene	ADAMTS9	NHS GMS;Expert Review Amber	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Nephronophthisis-Related Ciliopathy (no OMIM number yet)	605421			30609407			2		13.1			ENSG00000163638	ENSG00000163638	HGNC:13202													
ADAMTS9	gene	ADAMTS9	Expert Review Amber;Expert list	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Nephronophthisis-Related Ciliopathy	605421			30609407			2		13.1			ENSG00000163638	ENSG00000163638	HGNC:13202													
ANLN	gene	ANLN	NHS GMS;Expert Review Amber;Literature	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	"Focal segmental glomerulosclerosis 8	616032"	616027			24676636;30002222			2		13.1			ENSG00000011426	ENSG00000011426	HGNC:14082													
APOA4	gene	APOA4	Expert Review Amber;Literature	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Tubulointerstitial kidney disease, autosomal dominant 6, OMIM: 621106;tubulointerstitial kidney disease, autosomal dominant 6, MONDO:0976234;AApoAIV amyloidosis, MONDO:0018589	107690			21900878;27262366;33751222;38096951;39699959			2		13.1			ENSG00000110244	ENSG00000110244	HGNC:602													
APOA4	gene	APOA4	Expert Review Amber;Literature	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Tubulointerstitial kidney disease, autosomal dominant 6, OMIM: 621106;tubulointerstitial kidney disease, autosomal dominant 6, MONDO:0976234	107690			21900878;27262366;28449784;33751222;38096951;39699959			2		13.1			ENSG00000110244	ENSG00000110244	HGNC:602													
APOC3	gene	APOC3	Expert Review Amber;NHS GMS	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted		107720			26790392			2		13.1			ENSG00000110245	ENSG00000110245	HGNC:610													
APOL1	gene	APOL1	Expert Review Amber;NHS GMS;Eligibility statement prior genetic testing	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	{Focal Segmental Glomerulosclerosis 4, Susceptibility to} OMIM:612551;{End-stage renal disease, nondiabetic, susceptibility to} OMIM:612551	603743			20647424;23766536;33517446			2		13.1		Other	ENSG00000100342	ENSG00000100342	HGNC:618													
B2M	gene	B2M	Expert Review Amber;NHS GMS	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	?Amyloidosis, familial visceral 105200	109700			22693999			2		13.1			ENSG00000166710	ENSG00000166710	HGNC:914													
BBIP1	gene	BBIP1	Expert Review Amber;Expert list;Radboud University Medical Center, Nijmegen;UKGTN	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Bardet-Biedl syndrome 18, OMIM:615995	613605			24026985;32055034;37239474			2		13.1			ENSG00000214413	ENSG00000214413	HGNC:28093													
CEP290	gene	CEP290	Expert Review Amber;Expert	Unexplained young onset end-stage renal disease				Ciliopathy genes associated with cystic kidney disease	610142						2		13.1			ENSG00000198707	ENSG00000198707	HGNC:29021													
CEP55	gene	CEP55	Expert Review Amber;Literature	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Meckel-like syndrome;autosomal recessive lethal ciliopathy;renal dysplasia	610000			28295209;30622327;28264986			2		13.1			ENSG00000138180	ENSG00000138180	HGNC:1161													
CFHR5	gene	CFHR5	Expert Review Amber;Expert list	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	"Nephropathy due to CFHR5 deficiency, MIM#	614809"	608593			22622361;20513133;30905589;29500241			2		13.1			ENSG00000134389	ENSG00000134389	HGNC:24668													
CFHR5	gene	CFHR5	Expert Review Amber;NHS GMS;Expert Review;Literature	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Nephropathy due to CFHR5 deficiency OMIM:614809	608593			20800271;24067434;23402027			2		13.1		Other - please provide details in the comments	ENSG00000134389	ENSG00000134389	HGNC:24668													
COL4A3	gene	COL4A3	Expert Review Amber;Research	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	cystic kidney disease;proteinuria;haematuria	120070			38178635;35602506			2		13.1			ENSG00000169031	ENSG00000169031	HGNC:2204													
COL4A4	gene	COL4A4	Expert Review Amber;Other	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Cystic kidney disease, MONDO:0002473	120131			31922066;38178635			2		13.1			ENSG00000081052	ENSG00000081052	HGNC:2206													
CST3	gene	CST3	Expert Review Amber;NHS GMS	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Cerebral amyloid angiopathy 105150	604312			2900981;3495457;1352269;3673496;7482672			2		13.1			ENSG00000101439	ENSG00000101439	HGNC:2475													
CYS1	gene	CYS1	Literature;Expert Review Amber	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Polycystic kidney disease, MONDO:0020642				34521872			2		13.1			ENSG00000205795	ENSG00000205795	HGNC:18525													
CYS1	gene	CYS1	Expert Review Amber;Literature	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Polycystic kidney disease, MONDO:0020642				34521872			2		13.1			ENSG00000205795	ENSG00000205795	HGNC:18525													
DCDC2	gene	DCDC2	Expert Review Amber;Orphanet;Expert list;Radboud University Medical Center, Nijmegen	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Neonatal sclerosing cholangitis;Nephronophthisis 19, 616217	605755			25557784;22558177;27319779;27469900;31821705			2		13.1			ENSG00000146038	ENSG00000146038	HGNC:18141													
DCDC2	gene	DCDC2	NHS GMS;Expert Review Amber	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Sclerosing cholangitis, neonatal MIM 617394;?Deafness, autosomal recessive 66 MIM 610212;Nephronophthisis 19 MIM 616217	605755			25557784			2		13.1			ENSG00000146038	ENSG00000146038	HGNC:18141													
EHHADH	gene	EHHADH	Expert Review Amber;NHS GMS;Expert	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	?Fanconi renotubular syndrome 3, OMIM:615605;L-bifunctional protein deficiency;Metabolic acidosis;Increased amino acids in urine	607037			24401050;27160910			2		13.1		Other - please provide details in the comments	ENSG00000113790	ENSG00000113790	HGNC:3247													
EMP2	gene	EMP2	Expert Review Amber;NHS GMS;Literature	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	steroid sensitive nephrotic syndrome;Nephrotic syndrome, type 10 #615861	602334			24814193			2		13.1			ENSG00000213853	ENSG00000213853	HGNC:3334													
ERCC1	gene	ERCC1	Expert Review Amber;Literature	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	hepatorenal syndrome, MONDO:0001382	126380			40684071			2		13.1			ENSG00000012061	ENSG00000012061	HGNC:3433													
FOXI1	gene	FOXI1	NHS GMS;Expert Review Amber;Literature;Expert Review	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	deafness;renal tubular acidosis;Early onset sensorinerual deafness and distal renal tubular acidosis (no OMIM number);Enlarged vestibular aqueducts, 6007910	601093			29242249			2		13.1			ENSG00000168269	ENSG00000168269	HGNC:3815													
FXYD2	gene	FXYD2	Expert Review Amber;NHS GMS	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Hypomagnesemia 2, renal, 154020	601814			11062458;25765846			2		13.1			ENSG00000137731	ENSG00000137731	HGNC:4026													
GLIS2	gene	GLIS2	NHS GMS;Expert Review Amber	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Nephronophthisis 7 MIM 611498	608539						2		13.1			ENSG00000126603	ENSG00000126603	HGNC:29450													
GNAS	gene	GNAS	Expert Review Amber;NHS GMS	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, paternally imprinted (maternal allele expressed)	Unexplained hyponatremia in infancy, severe early-onset gonadotrophin-independent precocious puberty and skeletal abnormalities.	139320			30312418			2		13.1			ENSG00000087460	ENSG00000087460	HGNC:4392													
JAG1	gene	JAG1	Expert Review Amber;Expert list	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Autosomal dominant tubulointerstitial kidney disease	601920			41061854			2		13.1			ENSG00000101384	ENSG00000101384	HGNC:6188													
KANK2	gene	KANK2	Expert Review Amber;NHS GMS;Literature	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Early-Childhood-Onset Steroid-Resistant Nephrotic Syndrome;Nephrotic syndrome 16 #617783	614610			25961457			2		13.1			ENSG00000197256	ENSG00000197256	HGNC:29300													
KAT2B	gene	KAT2B	Expert Review Amber;Literature	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	steroid-resistant nephrotic syndrome, MONDO:0044765	602303			39366742;29768408			2		13.1			ENSG00000114166	ENSG00000114166	HGNC:8638													
