Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
OFD1	gene	OFD1	Expert Review Amber;Expert	Unexplained young onset end-stage renal disease			X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)		300170			10910455;11179005			2		13.1			ENSG00000046651	ENSG00000046651	HGNC:2567													
PDIA6	gene	PDIA6	Expert Review Amber;Literature	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Polycystic kidney dysplasia, HP:0000113;Diabetes mellitus, HP:0000819;Microcephaly, HP:0000252	611099			33495992;34487921;35856135;39044457;40974269			2		13.1			ENSG00000143870	ENSG00000143870	HGNC:30168													
PDIA6	gene	PDIA6	Expert Review Amber;Literature	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Asphyxiating thoracic dystrophy (ATD) syndrome and infantile onset diabetes;Polycystic kidney dysplasia, HP:0000113;Diabetes mellitus, HP:0000819;Microcephaly, HP:0000252	611099			33495992;34487921;35856135;39044457;40974269			2		13.1			ENSG00000143870	ENSG00000143870	HGNC:30168													
PTPRO	gene	PTPRO	Expert Review Amber;NHS GMS;Eligibility statement prior genetic testing	Unexplained young onset end-stage renal disease				Nephrotic syndrome, type 6 #614196	600579			21722858;30065916			2		13.1			ENSG00000151490	ENSG00000151490	HGNC:9678													
RCAN1	gene	RCAN1	Expert Review Amber;Literature	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	focal segmental glomerulosclerosis, MONDO:0100313;nephrotic syndrome, MONDO:0005377	602917			33863784			2		13.1			ENSG00000159200	ENSG00000159200	HGNC:3040													
SCLT1	gene	SCLT1	Expert Review Amber;Expert list	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Orofaciodigital syndrome type IX;Senior-Loken syndrome	611399			28486600;30425282;30237576;28005958;24285566			2		13.1			ENSG00000151466	ENSG00000151466	HGNC:26406													
SEC61A1	gene	SEC61A1	Expert list;Expert Review Amber;Expert Review	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	glomerulocystic kidney disease;interstitial nephritis;chronic kidney disease;cystic kidney disease;Hyperuricemic nephropathy, familial juvenile, 4, 617056	609213			31488840;27392076			2		13.1			ENSG00000058262	ENSG00000058262	HGNC:18276													
SLC9A3R1	gene	SLC9A3R1	Expert Review Amber;Expert;Radboud University Medical Center, Nijmegen	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Nephrolithiasis/osteoporosis, hypophosphatemic, 2, 612287	604990						2		13.1			ENSG00000109062	ENSG00000109062	HGNC:11075													
TMEM17	gene	TMEM17	Expert Review Amber;Literature	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Meckel syndrome, MONDO:0018921;orofaciodigital syndrome type 6, MONDO:0010176;Joubert syndrome, MONDO:0018772	614950			26982032;32055034;40841990;41054827			2		13.1			ENSG00000186889	ENSG00000186889	HGNC:26623													
TMEM17	gene	TMEM17	Expert Review Amber;Literature	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Meckel syndrome, MONDO:0018921;orofaciodigital syndrome type 6, MONDO:0010176;Joubert syndrome, MONDO:0018772	614950			26982032;32055034;40841990;41054827			2		13.1			ENSG00000186889	ENSG00000186889	HGNC:26623													
TMEM72	gene	TMEM72	Expert Review Amber;Literature	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	nephronophthisis, MONDO:0019005				41308066			2		13.1			ENSG00000187783	ENSG00000187783	HGNC:31658													
TMEM72	gene	TMEM72	Expert Review Amber;Literature	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	nephronophthisis, MONDO:0019005				41308066			2		13.1			ENSG00000187783	ENSG00000187783	HGNC:31658													
TMEM72	gene	TMEM72	Expert Review Amber;Literature	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	nephronophthisis, MONDO:0019005				41308066			2		13.1			ENSG00000187783	ENSG00000187783	HGNC:31658													
TTC26	gene	TTC26	Expert Review Amber;Literature	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Biliary, renal, neurologic, and skeletal syndrome, OMIM:619534;biliary, renal, neurologic, and skeletal syndrome, MONDO:0859191	617453			31595528;32617964;34177428;38135897;39514123			2		13.1			ENSG00000105948	ENSG00000105948	HGNC:21882													
WNK1	gene	WNK1	Expert Review Amber;NHS GMS	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Pseudohypoaldosteronism, type IIC, OMIM:614492	605232			11498583			2		13.1			ENSG00000060237	ENSG00000060237	HGNC:14540													
ZNF423	gene	ZNF423	Expert Review Amber;Expert	Unexplained young onset end-stage renal disease			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Joubert syndrome 19, OMIM:614844;Nephronophthisis 14, OMIM:614844	604557			22863007;32925911;33323469			2		13.1			ENSG00000102935	ENSG00000102935	HGNC:16762													
ZNF423	gene	ZNF423	Orphanet;Radboud University Medical Center, Nijmegen;Expert Review Amber;Expert list;Other;Emory Genetics Laboratory	Unexplained young onset end-stage renal disease			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Joubert syndrome 19, OMIM:614844;Nephronophthisis 14, OMIM:614844	604557			22863007;32925911;33323469			2		13.1			ENSG00000102935	ENSG00000102935	HGNC:16762													
ZNF423	gene	ZNF423	Expert Review Amber;NHS GMS	Unexplained young onset end-stage renal disease			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Joubert syndrome 19, OMIM:614844;Nephronophthisis 14, OMIM:614844	604557			22863007			2		13.1			ENSG00000102935	ENSG00000102935	HGNC:16762													
ABCG2	gene	ABCG2	NHS GMS	Unexplained young onset end-stage renal disease			Unknown	Serum uric acid concentration and susceptibility to gout, 138900	603756						1		13.1			ENSG00000118777	ENSG00000118777	HGNC:74													
ACTA2	gene	ACTA2	Expert Review Red	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Smooth muscle dysfunction syndrome, OMIM:613834	102620						1		13.1			ENSG00000107796	ENSG00000107796	HGNC:130													
ADCY10	gene	ADCY10	Expert Review Red;Expert	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown		605205			PMID: 24907563 (review)			1		13.1			ENSG00000143199	ENSG00000143199	HGNC:21285													
AGK	gene	AGK	Expert Review Red;Radboud University Medical Center, Nijmegen	Unexplained young onset end-stage renal disease				Hyperoxaluria, primary, type 1, 259900	610345						1		13.1			ENSG00000006530	ENSG00000006530	HGNC:21869													
AHI1	gene	AHI1	Expert Review Red;Expert	Unexplained young onset end-stage renal disease				Ciliopathy genes associated with cystic kidney disease	608894						1		13.1			ENSG00000135541	ENSG00000135541	HGNC:21575													
ALG1	gene	ALG1	NHS GMS;Expert Review Red;Eligibility statement prior genetic testing	Unexplained young onset end-stage renal disease				Congenital disorder of glycosylation, type Ik #608540	605907			27325525			1		13.1			ENSG00000033011	ENSG00000033011	HGNC:18294													
ALMS1	gene	ALMS1	NHS GMS;Expert Review Red;Eligibility statement prior genetic testing	Unexplained young onset end-stage renal disease				Alstrom Syndrome #203800	606844			25846608			1		13.1			ENSG00000116127	ENSG00000116127	HGNC:428													
ANKFY1	gene	ANKFY1	NHS GMS	Unexplained young onset end-stage renal disease					607927			29959197			1		13.1			ENSG00000185722	ENSG00000185722	HGNC:20763													
AP2S1	gene	AP2S1	Expert Review Red;Radboud University Medical Center, Nijmegen	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Hypocalciuric hypercalcemia, familial, type III, 600740;Familial hypocalciuric hypercalcemia type III	602242						1		13.1			ENSG00000042753	ENSG00000042753	HGNC:565													
ARHGAP24	gene	ARHGAP24	NHS GMS;Expert Review Red;Eligibility statement prior genetic testing	Unexplained young onset end-stage renal disease				Focal segmental glomerulosclerosis	610586			21911940			1		13.1			ENSG00000138639	ENSG00000138639	HGNC:25361													
ARL13B	gene	ARL13B	Expert Review Red;Expert	Unexplained young onset end-stage renal disease				Ciliopathy genes associated with cystic kidney disease	608922						1		13.1			ENSG00000169379	ENSG00000169379	HGNC:25419													
ARL6	gene	ARL6	Expert Review Red;Expert	Unexplained young onset end-stage renal disease				Ciliopathy genes associated with cystic kidney disease	608845						1		13.1			ENSG00000113966	ENSG00000113966	HGNC:13210													
ARMC9	gene	ARMC9	Expert Review Red;Literature	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome 30, OMIM:617622	617612			28625504			1		13.1			ENSG00000135931	ENSG00000135931	HGNC:20730													
B9D1	gene	B9D1	Illumina TruGenome Clinical Sequencing Services;Orphanet;Radboud University Medical Center, Nijmegen;UKGTN;Expert list;Other;Expert Review Red;Emory Genetics Laboratory	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Meckel syndrome 9, OMIM:614209;Meckel syndrome 9, MONDO:0013630;Joubert syndrome 27, OMIM:617120;Joubert syndrome 27, MONDO:0014927	614144			21493627 (case report, with an additional variant in the CEP290 gene suggesting oligogenetic inheritance);24886560 (2 cases with Joubert);25920555 (report a case with heterozygous mutations in CC2D2A and B9D1)			1		13.1			ENSG00000108641	ENSG00000108641	HGNC:24123													
BBS1	gene	BBS1	Expert Review Red;Expert	Unexplained young onset end-stage renal disease				Ciliopathy genes associated with cystic kidney disease	209901						1		13.1			ENSG00000174483	ENSG00000174483	HGNC:966													
BBS10	gene	BBS10	Expert Review Red;Expert	Unexplained young onset end-stage renal disease				Ciliopathy genes associated with cystic kidney disease	610148						1		13.1			ENSG00000179941	ENSG00000179941	HGNC:26291													
BBS12	gene	BBS12	Expert Review Red;Expert	Unexplained young onset end-stage renal disease				Ciliopathy genes associated with cystic kidney disease	610683						1		13.1			ENSG00000181004	ENSG00000181004	HGNC:26648													
BBS2	gene	BBS2	Expert Review Red;Expert	Unexplained young onset end-stage renal disease				Ciliopathy genes associated with cystic kidney disease	606151						1		13.1			ENSG00000125124	ENSG00000125124	HGNC:967													
BBS4	gene	BBS4	Expert Review Red;Expert	Unexplained young onset end-stage renal disease				Ciliopathy genes associated with cystic kidney disease	600374						1		13.1			ENSG00000140463	ENSG00000140463	HGNC:969													
BBS5	gene	BBS5	Expert Review Red;Expert	Unexplained young onset end-stage renal disease				Ciliopathy genes associated with cystic kidney disease	603650						1		13.1			ENSG00000163093	ENSG00000163093	HGNC:970													
BBS9	gene	BBS9	Expert Review Red;Expert	Unexplained young onset end-stage renal disease				Ciliopathy genes associated with cystic kidney disease	607968						1		13.1			ENSG00000122507	ENSG00000122507	HGNC:30000													
BICC1	gene	BICC1	Expert Review Red	Unexplained young onset end-stage renal disease			Unknown	{Renal dysplasia, cystic, susceptibility to}, OMIM:601331	614295						1		13.1			ENSG00000122870	ENSG00000122870	HGNC:19351													
BMP4	gene	BMP4	Expert Review Red	Unexplained young onset end-stage renal disease			Unknown	Microphthalmia, syndromic 6, OMIM:607932	112262						1		13.1			ENSG00000125378	ENSG00000125378	HGNC:1071													
C5orf42	gene	C5orf42	Expert Review Red;Expert	Unexplained young onset end-stage renal disease				Ciliopathy genes associated with cystic kidney disease	614571						1		13.1			ENSG00000197603	ENSG00000197603	HGNC:25801													
C8orf37	gene	C8orf37	Expert Review Red;Other	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Bardet-Biedl syndrome 21, 617406	614477			26854863;27008867			1		13.1			ENSG00000156172	ENSG00000156172	HGNC:27232													
CC2D2A	gene	CC2D2A	Expert Review Red;Expert	Unexplained young onset end-stage renal disease				Ciliopathy genes associated with cystic kidney disease	612013						1		13.1			ENSG00000048342	ENSG00000048342	HGNC:29253													
CCDC28B	gene	CCDC28B	UKGTN;Expert Review Red;Expert list;Emory Genetics Laboratory;Radboud University Medical Center, Nijmegen	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	ciliopathies;{Bardet-Biedl syndrome 1, modifier of}, 209900	610162			23015189			1		13.1			ENSG00000160050	ENSG00000160050	HGNC:28163													
CCDC28B	gene	CCDC28B	Expert Review Red;Expert	Unexplained young onset end-stage renal disease				Ciliopathy genes associated with cystic kidney disease	610162						1		13.1			ENSG00000160050	ENSG00000160050	HGNC:28163													
CD46	gene	CD46	Expert Review Red;Expert list	Unexplained young onset end-stage renal disease			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Haemolytic uraemic syndrome;aHUS;Hemolytic uremic syndrome, atypical, susceptibility to, 2, 612922;C3 glomerulopathy;C3G;Immune complex MPGN;IC-MPGN	120920			24172683;22456601;14615110;21902819			1		13.1			ENSG00000117335	ENSG00000117335	HGNC:6953													
CDK20	gene	CDK20	NHS GMS	Unexplained young onset end-stage renal disease				Chronic kidney disease	610076			29773874			1		13.1			ENSG00000156345	ENSG00000156345	HGNC:21420													
CEP41	gene	CEP41	Expert Review Red;Expert	Unexplained young onset end-stage renal disease				Ciliopathy genes associated with cystic kidney disease	610523						1		13.1			ENSG00000106477	ENSG00000106477	HGNC:12370													
CFHR4	gene	CFHR4	Other	Unexplained young onset end-stage renal disease			Unknown	Age related macular degeneration;Atypical hemolytic uremic syndrome susceptibility	605337			19861685;23830046;28822440			1		13.1			ENSG00000134365	ENSG00000134365	HGNC:16979													
CHD1L	gene	CHD1L	Expert Review Red	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	congenital anomaly of kidney and urinary tract, MONDO:0019719	613039			22146311;24429398			1		13.1			ENSG00000131778	ENSG00000131778	HGNC:1916													
CLCNKA	gene	CLCNKA	Expert Review Red;NHS GMS	Unexplained young onset end-stage renal disease			Other	Bartter syndrome, type 4b, digenic, OMIM:613090;Bartter disease type 4B, MONDO:0000909	602024			15044642;18310267;32488762			1		13.1			ENSG00000186510	ENSG00000186510	HGNC:2026													
CLCNKA	gene	CLCNKA	Expert Review Red;Radboud University Medical Center, Nijmegen	Unexplained young onset end-stage renal disease			Other	Bartter syndrome, type 4b, digenic, OMIM:613090;Bartter disease type 4B, MONDO:0000909	602024			15044642;18310267;32488762			1		13.1			ENSG00000186510	ENSG00000186510	HGNC:2026													
COL4A1	gene	COL4A1	NHS GMS	Unexplained young onset end-stage renal disease				Angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps #611773	120130			27190376			1		13.1			ENSG00000187498	ENSG00000187498	HGNC:2202													
COL4A5	gene	COL4A5	Expert Review Red;Other	Unexplained young onset end-stage renal disease			X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	cystic kidney disease MONDO:0002473	303630			31922066;38680391			1		13.1			ENSG00000188153	ENSG00000188153	HGNC:2207													
COL4A6	gene	COL4A6	NHS GMS;Expert Review Red;Radboud University Medical Center, Nijmegen	Unexplained young onset end-stage renal disease				diffuse leiomyomatosis with Alport syndrome = contiguous gene with COL4A5;Leiomyomatosis, diffuse, with Alport syndrome, 308940 (4);diffuse leiomyomatosis with Alport syndrome = contiguous gene with COL4A5 Leiomyomatosis, diffuse, with Alport syndrome, 308940 (4);(originally on Alport syndrome gene panel)	303631						1		13.1			ENSG00000197565	ENSG00000197565	HGNC:2208													
COQ7	gene	COQ7	NHS GMS	Unexplained young onset end-stage renal disease				?Coenzyme Q10 deficiency, primary, 8 #616733	601683			26084283			1		13.1			ENSG00000167186	ENSG00000167186	HGNC:2244													
COQ9	gene	COQ9	NHS GMS	Unexplained young onset end-stage renal disease				Coenzyme Q10 deficiency, primary, 5 #614654	612837			19375058			1		13.1			ENSG00000088682	ENSG00000088682	HGNC:25302													
COX10	gene	COX10	Expert Review Red	Unexplained young onset end-stage renal disease			Unknown	Mitochondrial complex IV deficiency, nuclear type 3, OMIM:619046	602125						1		13.1			ENSG00000006695	ENSG00000006695	HGNC:2260													
CYP11B2	gene	CYP11B2	NHS GMS;Expert Review Red;Eligibility statement prior genetic testing	Unexplained young onset end-stage renal disease				Hypoaldosteronism, congenital, due to CMO I deficiency #203400;Hypoaldosteronism, congenital, due to CMO II deficiency #610600	124080			9814506;24022297			1		13.1			ENSG00000179142	ENSG00000179142	HGNC:2592													
DACT1	gene	DACT1	Expert Review Red	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Townes-Brocks syndrome 2, OMIM:617466	607861			19701191;22610794;28054444			1		13.1			ENSG00000165617	ENSG00000165617	HGNC:17748													
DHFR	gene	DHFR	NHS GMS;Expert Review Red;Radboud University Medical Center, Nijmegen	Unexplained young onset end-stage renal disease				Megaloblastic anemia due to dihydrofolate reductase deficiency, 613839;(originally on the Imerslund-Grasbeck syndrome gene panel)	126060						1		13.1			ENSG00000228716	ENSG00000228716	HGNC:2861													
DKC1	gene	DKC1	Expert Review Red;Literature	Unexplained young onset end-stage renal disease			X-LINKED: hemizygous mutation in males, biallelic mutations in females	steroid-resistant 6 nephrotic syndrome;cataracts (prior to steroid treatment);sensorineural deafness;enterocolitis	300126			32554502			1		13.1			ENSG00000130826	ENSG00000130826	HGNC:2890													
DLG3	gene	DLG3	Expert Review Red	Unexplained young onset end-stage renal disease			Unknown		300189						1		13.1			ENSG00000082458	ENSG00000082458	HGNC:2902													
E2F3	gene	E2F3	NHS GMS;Expert Review Red;Eligibility statement prior genetic testing	Unexplained young onset end-stage renal disease				FSGS;mental retardation	600427			21372519			1		13.1			ENSG00000112242	ENSG00000112242	HGNC:3115													
EGF	gene	EGF	NHS GMS	Unexplained young onset end-stage renal disease				Hypomagnesemia 4, renal, 611718	131530			17671655			1		13.1			ENSG00000138798	ENSG00000138798	HGNC:3229													
EXOC3L2	gene	EXOC3L2	Expert Review Red;Expert list;Expert Review Red;Expert list	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Brain malformation renal syndrome, OMIM:620943	616927			28749478;27894351			1		13.1			ENSG00000283632	ENSG00000130201	HGNC:30162													
EXOC8	gene	EXOC8	Expert Review Red;Radboud University Medical Center, Nijmegen	Unexplained young onset end-stage renal disease				No OMIM phenotype;Joubert syndrome (Dixon-Salazar (2012) Sci Transl Med 4, 138ra78)	615283			22700954			1		13.1			ENSG00000116903	ENSG00000116903	HGNC:24659													
FGF23	gene	FGF23	Expert list	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown		605380						1		13.1			ENSG00000118972	ENSG00000118972	HGNC:3680													
FOXC1	gene	FOXC1	Expert Review Red	Unexplained young onset end-stage renal disease			Unknown		601090						1		13.1			ENSG00000054598	ENSG00000054598	HGNC:3800													
FOXC2	gene	FOXC2	Expert Review Red	Unexplained young onset end-stage renal disease			Unknown		602402						1		13.1			ENSG00000176692	ENSG00000176692	HGNC:3801													
GAPVD1	gene	GAPVD1	NHS GMS	Unexplained young onset end-stage renal disease					611714			29959197			1		13.1			ENSG00000165219	ENSG00000165219	HGNC:23375													
GDNF	gene	GDNF	Expert Review Red	Unexplained young onset end-stage renal disease			Unknown		600837						1		13.1			ENSG00000168621	ENSG00000168621	HGNC:4232													
GIF	gene	GIF	NHS GMS;Expert Review Red;Imerslund-Grasbeck syndrome eligibility statement prior genetic testing	Unexplained young onset end-stage renal disease				GIF mutations may phenocopy this disorder;(originally on the Imerslund-Grasbeck syndrome gene panel)	609342						1		13.1			ENSG00000134812	ENSG00000134812	HGNC:4268													
GLIS2	gene	GLIS2	Expert Review Red;Expert	Unexplained young onset end-stage renal disease				Ciliopathy genes associated with cystic kidney disease	608539						1		13.1			ENSG00000126603	ENSG00000126603	HGNC:29450													
GNA11	gene	GNA11	Radboud University Medical Center, Nijmegen	Unexplained young onset end-stage renal disease				Hypocalciuric hypercalcemia, type II, 145981	139313						1		13.1			ENSG00000088256	ENSG00000088256	HGNC:4379													
GREM1	gene	GREM1	Expert Review Red	Unexplained young onset end-stage renal disease			Unknown		603054						1		13.1			ENSG00000166923	ENSG00000166923	HGNC:2001													
HCN3	gene	HCN3	Expert Review Red	Unexplained young onset end-stage renal disease			Unknown		609973						1		13.1			ENSG00000143630	ENSG00000143630	HGNC:19183													
IFT74	gene	IFT74	Expert Review Red;Other	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	?Bardet-Biedl syndrome 20, 617119	608040			27486776			1		13.1			ENSG00000096872	ENSG00000096872	HGNC:21424													
IL1RAP	gene	IL1RAP	Expert Review Red;Literature	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Steroid-sensitive nephrotic syndrome	602626			31954058			1		13.1			ENSG00000196083	ENSG00000196083	HGNC:5995													
INF2	gene	INF2	NHS GMS	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Charcot-Marie-Tooth disease, dominant intermediate E, 614455;Glomerulosclerosis, focal segmental, 5, 613237	610982			27974406			1		13.1			ENSG00000203485	ENSG00000203485	HGNC:23791													
INPP5E	gene	INPP5E	Expert Review Red;Expert	Unexplained young onset end-stage renal disease				Ciliopathy genes associated with cystic kidney disease	613037						1		13.1			ENSG00000148384	ENSG00000148384	HGNC:21474													
IQCB1	gene	IQCB1	Expert Review Red;Expert	Unexplained young onset end-stage renal disease				Ciliopathy genes associated with cystic kidney disease	609237						1		13.1			ENSG00000173226	ENSG00000173226	HGNC:28949													
ITGB4	gene	ITGB4	NHS GMS;Expert Review Red;Eligibility statement prior genetic testing	Unexplained young onset end-stage renal disease				Epidermolysis bullosa, junctional, with pyloric stenosis #226730	147557			11328943			1		13.1			ENSG00000132470	ENSG00000132470	HGNC:6158													
ITSN2	gene	ITSN2	NHS GMS	Unexplained young onset end-stage renal disease				Early childhood SSNS	604464			29773874			1		13.1			ENSG00000198399	ENSG00000198399	HGNC:6184													
KANK1	gene	KANK1	NHS GMS	Unexplained young onset end-stage renal disease				Steroid sensitive resistant nephrotic syndrome	607704			25961457			1		13.1			ENSG00000107104	ENSG00000107104	HGNC:19309													
KANK4	gene	KANK4	NHS GMS	Unexplained young onset end-stage renal disease					614612			25961457			1		13.1			ENSG00000132854	ENSG00000132854	HGNC:27263													
KCNA1	gene	KCNA1	NHS GMS	Unexplained young onset end-stage renal disease				Autosomal dominant hypomagnesemia;Episodic ataxia/myokymia syndrome,160120	176260			19307729			1		13.1			ENSG00000111262	ENSG00000111262	HGNC:6218													
KIAA0556	gene	KIAA0556	Expert Review Red;Other	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome 26, OMIM:616784;Joubert syndrome 26, MONDO:0014771	616650			29765138;27245168;26714646			1		13.1			ENSG00000047578	ENSG00000047578	HGNC:29068													
KIF7	gene	KIF7	Expert Review Red;Expert	Unexplained young onset end-stage renal disease				Ciliopathy genes associated with cystic kidney disease	611254						1		13.1			ENSG00000166813	ENSG00000166813	HGNC:30497													
KIT	gene	KIT	Expert Review Red	Unexplained young onset end-stage renal disease			Unknown		164920						1		13.1			ENSG00000157404	ENSG00000157404	HGNC:6342													
LMNA	gene	LMNA	NHS GMS	Unexplained young onset end-stage renal disease				Partial lipodystrophy and FSGS	150330			24080738;28620495			1		13.1			ENSG00000160789	ENSG00000160789	HGNC:6636													
MAFB	gene	MAFB	NHS GMS	Unexplained young onset end-stage renal disease				FSGS with Duane retraction syndrome	608968			29779709;22387013			1		13.1			ENSG00000204103	ENSG00000204103	HGNC:6408													
MED28	gene	MED28	NHS GMS	Unexplained young onset end-stage renal disease					610311						1		13.1			ENSG00000118579	ENSG00000118579	HGNC:24628													
MEFV	gene	MEFV	NHS GMS	Unexplained young onset end-stage renal disease				Familial Mediterranean fever, AD, OMIM:134610;Familial Mediterranean fever, AR, OMIM:249100	608107						1		13.1			ENSG00000103313	ENSG00000103313	HGNC:6998													
MKS1	gene	MKS1	Expert Review Red;Expert	Unexplained young onset end-stage renal disease				Ciliopathy genes associated with cystic kidney disease	609883						1		13.1			ENSG00000011143	ENSG00000011143	HGNC:7121													
MTR	gene	MTR	NHS GMS;Expert Review Red;Radboud University Medical Center, Nijmegen	Unexplained young onset end-stage renal disease				Homocystinuria-megaloblastic anemia, cblG complementation type, 250940;{Neural tube defects, folate-sensitive, susceptibility to}, 601634;(originally on the Imerslund-Grasbeck syndrome gene panel)	156570						1		13.1			ENSG00000116984	ENSG00000116984	HGNC:7468													
MTRR	gene	MTRR	NHS GMS;Expert Review Red;Radboud University Medical Center, Nijmegen	Unexplained young onset end-stage renal disease				Homocystinuria-megaloblastic anemia, cbl E type, 236270;(originally on the Imerslund-Grasbeck syndrome gene panel)	602568						1		13.1			ENSG00000124275	ENSG00000124275	HGNC:7473													
MUC1	gene	MUC1	Expert Review Red;Expert;Radboud University Medical Center, Nijmegen	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Medullary cystic kidney disease 1, 174000	158340						1		13.1			ENSG00000185499	ENSG00000185499	HGNC:7508													
MUC1	gene	MUC1	Expert Review Red;Expert list;UKGTN	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Polycystic Kidney Disease, Nephronophthisis And Related Disorders 22 Gene Panel	158340						1		13.1			ENSG00000185499	ENSG00000185499	HGNC:7508													
MYH11	gene	MYH11	Expert Review Red	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Megacystis-microcolon-intestinal hypoperistalsis syndrome 2, OMIM:619351	160745						1		13.1			ENSG00000133392	ENSG00000133392	HGNC:7569													
NEIL1	gene	NEIL1	NHS GMS	Unexplained young onset end-stage renal disease				SRNS	608844			21697813			1		13.1			ENSG00000140398	ENSG00000140398	HGNC:18448													
NEK8	gene	NEK8	Expert Review Red;NHS GMS	Unexplained young onset end-stage renal disease			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	?Nephronophthisis 9 MIM 613824	609799						1		13.1			ENSG00000160602	ENSG00000160602	HGNC:13387													
NEU1	gene	NEU1	NHS GMS	Unexplained young onset end-stage renal disease				SRNS	608272			30450471			1		13.1			ENSG00000204386	ENSG00000204386	HGNC:7758													
NLRP3	gene	NLRP3	NHS GMS	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Muckle-Wells syndrome, OMIM:191900;Renal amyloidosis	606416			30431487			1		13.1			ENSG00000162711	ENSG00000162711	HGNC:16400													
NOP10	gene	NOP10	Expert Review Red;Literature	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	steroid-resistant 6 nephrotic syndrome;cataracts (prior to steroid treatment);sensorineural deafness;enterocolitis	606471			32554502			1		13.1			ENSG00000182117	ENSG00000182117	HGNC:14378													
NPHP4	gene	NPHP4	NHS GMS	Unexplained young onset end-stage renal disease				Nephronophthisis 4 #606966	607215			17954299;26346198			1		13.1			ENSG00000131697	ENSG00000131697	HGNC:19104													
